,LEAID,avg_change,change_class
234,400022,0.0,0
235,400023,0.025252525252525252,0
236,400026,0.035771065182829895,0
237,400028,0.06521739130434782,0
238,400031,0.0923141186299081,0
239,400033,,0
240,400033,0.48717948717948717,1
241,400034,0.19444444444444445,0
242,400037,-0.10714285714285715,0
243,400040,0.2,0
244,400041,0.04285714285714286,0
245,400043,-0.05833333333333335,0
246,400047,0.0,0
247,400052,-0.07155838255338483,0
248,400053,0.08589227284168136,0
249,400054,0.030214424951267055,0
250,400055,0.0,0
251,400056,0.023809523809523808,0
252,400057,,0
253,400057,,0
254,400061,-0.16666666666666666,0
255,400065,0.07288426789893065,0
256,400067,,0
257,400068,0.0,0
258,400069,-0.06944444444444445,0
259,400070,-0.1685185185185185,0
260,400071,0.1746031746031746,0
261,400072,0.09444444444444444,0
262,400074,0.03329416372894634,0
263,400075,0.0,0
264,400077,0.07142857142857142,0
265,400078,0.06837606837606837,0
266,400079,0.25221469515372585,0
267,400081,0.03977272727272727,0
268,400082,0.0072333287163150045,0
269,400083,-0.032728272827282724,0
270,400089,,0
271,400090,0.07444168734491315,0
272,400092,-0.057120743034055725,0
273,400093,-0.5681818181818181,-1
274,400094,,0
275,400095,0.4,1
276,400096,,0
277,400097,-0.05307825086306099,0
278,400098,-0.5,-1
279,400099,-0.5789473684210527,-1
280,400100,0.05184331797235023,0
281,400102,0.15256410256410258,0
282,400103,-0.07073047434493218,0
283,400106,0.018461538461538463,0
284,400107,0.019540229885057478,0
285,400108,0.07738095238095238,0
286,400109,,0
287,400111,-0.07105538140020899,0
288,400112,0.06155736330546857,0
289,400113,,0
290,400115,0.0,0
291,400120,-0.24498394863563405,0
292,400121,0.045112781954887216,0
293,400122,-0.04054054054054054,0
294,400124,,0
295,400129,-0.4375,-1
296,400130,0.012077294685990336,0
297,400131,-0.05306603773584906,0
298,400134,0.0,0
299,400135,-0.20869565217391306,0
300,400141,,0
301,400144,0.0,0
302,400144,,0
303,400145,,0
304,400147,-0.3275862068965517,-1
305,400149,0.06269592476489028,0
306,400150,,0
307,400151,-0.18571428571428572,0
308,400153,-0.4285714285714286,-1
309,400154,,0
310,400157,-0.07636540390721148,0
311,400159,-0.16,0
312,400163,0.09090909090909091,0
313,400165,-0.05012531328320802,0
314,400181,-0.4444444444444444,-1
315,400182,-0.17142857142857143,0
316,400184,-0.01020408163265306,0
317,400185,-0.048214285714285716,0
318,400187,0.038513513513513516,0
319,400190,0.12371967654986522,0
320,400191,0.02675585284280936,0
321,400201,,0
322,400202,0.08050089445438283,0
323,400204,-0.13130699088145897,0
324,400205,0.0,0
325,400208,-0.07142857142857142,0
326,400209,-0.6,-1
327,400210,0.0,0
328,400211,,0
329,400212,0.039957035445757245,0
330,400213,-0.6,-1
331,400217,-0.20512820512820512,0
332,400218,0.0,0
333,400219,0.010121457489878555,0
334,400221,-0.15441176470588236,0
335,400223,0.08454907161803712,0
336,400225,0.0,0
337,400227,0.0,0
338,400229,-0.08928571428571427,0
339,400230,0.0,0
340,400231,-0.26515151515151514,0
341,400232,-0.035714285714285726,0
342,400235,0.0,0
343,400237,-0.5,-1
344,400238,-0.07902298850574713,0
345,400239,-0.14783377541998233,0
346,400241,-0.003815406976744186,0
347,400243,0.09895052473763119,0
348,400244,0.03143162691216813,0
349,400246,0.023167848699763596,0
350,400248,0.03114571746384872,0
351,400254,-0.17777777777777778,0
352,400255,0.0896877269426289,0
353,400258,,0
354,400259,0.0,0
355,400261,-0.20070086014654348,0
356,400264,0.0,0
357,400266,0.0,0
358,400267,0.0,0
359,400268,-0.0748663101604278,0
360,400273,-0.017246506095747842,0
361,400274,-0.5454545454545454,-1
362,400275,,0
363,400276,0.0,0
364,400278,,0
365,400279,0.33088235294117646,1
366,400280,0.020533520533520533,0
367,400281,-0.02382032667876588,0
368,400282,0.0,0
369,400284,,0
370,400288,0.0,0
371,400290,-0.008762479350714645,0
372,400295,0.015553099915226005,0
373,400303,-0.07077691347354269,0
374,400310,-0.013513513513513514,0
375,400311,0.1461474305511003,0
376,400315,-0.0625,0
377,400317,-0.13333333333333333,0
378,400318,-0.09015151515151515,0
379,400320,0.07944250871080138,0
380,400321,,0
381,400322,0.0,0
382,400323,,0
383,400326,0.01407563025210084,0
384,400327,-0.0054858934169279006,0
385,400329,0.04364669421487603,0
386,400330,0.05862708719851577,0
387,400332,-0.5,-1
388,400339,,0
389,400340,0.024851288830138797,0
390,400343,-0.08653846153846154,0
391,400350,-0.6,-1
392,400351,,0
393,400352,-0.5238095238095238,-1
394,400353,0.0,0
395,400354,0.16488413547237077,0
396,400355,0.05555555555555555,0
397,400356,0.0,0
398,400357,0.1117936117936118,0
399,400359,,0
400,400361,-0.005746543623026738,0
401,400363,-0.4285714285714286,-1
402,400364,-0.0537037037037037,0
403,400366,0.011261261261261271,0
404,400367,-0.0365079365079365,0
405,400368,0.026496034607065594,0
406,400370,,0
407,400373,-0.09208868732678256,0
408,400374,-0.2619047619047619,0
409,400376,0.0,0
410,400377,0.4,1
411,400381,0.07196401799100449,0
412,400382,-0.07177033492822966,0
413,400384,0.007688828584350973,0
414,400385,0.0,0
415,400386,-0.051233396584440226,0
416,400387,-0.0625,0
417,400388,0.017241379310344827,0
418,400389,-0.014277445494887131,0
419,400390,0.036195610319599544,0
420,400394,,0
421,400395,0.05742665164225199,0
422,400396,,0
423,400397,0.19607843137254902,0
424,400399,0.02631578947368421,0
425,400401,0.0,0
426,400402,0.0,0
427,400403,,0
428,400405,-0.06365740740740741,0
429,400406,0.08333333333333333,0
430,400407,0.023221343873517784,0
431,400409,-0.1426332288401254,0
432,400413,0.07736943907156674,0
433,400414,0.20756756756756758,0
434,400415,,0
435,400415,0.0,0
436,400415,,0
437,400417,-0.05564438759194116,0
438,400423,-0.08193979933110368,0
439,400424,0.12264150943396226,0
440,400425,0.06272273699215966,0
441,400426,,0
442,400427,0.05381347842688049,0
443,400429,0.03296703296703296,0
444,400432,-0.05208057248873575,0
445,400438,0.10384615384615385,0
446,400439,-0.5,-1
447,400440,0.14,0
448,400441,-0.009966777408637884,0
449,400442,0.14202898550724638,0
450,400444,-0.0180623973727422,0
451,400445,0.0,0
452,400447,0.012477718360071305,0
453,400448,,0
454,400450,0.028876942589573917,0
455,400459,-0.5714285714285714,-1
456,400460,,0
457,400463,,0
458,400480,-0.6,-1
459,400520,0.04844961240310077,0
460,400600,-0.021959502580092265,0
461,400608,,0
462,400610,0.030637254901960783,0
463,400613,0.057416267942583726,0
464,400614,-0.1706896551724138,0
465,400616,,0
466,400618,0.04553952991452992,0
467,400619,0.01612115290669272,0
468,400621,-0.1257796257796258,0
469,400625,,0
470,400626,,0
471,400630,,0
472,400632,-0.11699743918053777,0
473,400633,-0.11051776178314372,0
474,400636,-0.054942359578121165,0
475,400637,-0.26373626373626374,0
476,400638,0.06,0
477,400640,-0.20667483159828537,0
478,400641,-0.25,0
479,400649,0.0,0
480,400650,,0
481,400653,-0.04054054054054054,0
482,400655,-0.13368983957219252,0
483,400656,,0
484,400680,-0.0007036990748189717,0
485,400720,-0.030501089324618737,0
486,400745,-0.04212421242124212,0
487,400746,0.025057883517577737,0
488,400747,0.19444444444444448,0
489,400748,-0.13636363636363635,0
490,400750,,0
491,400751,-0.2,0
492,400754,-0.07444333665669658,0
493,400755,-0.10794602698650675,0
494,400756,-0.06763925729442971,0
495,400757,0.1349206349206349,0
496,400758,-0.06666666666666665,0
497,400760,0.033235581622678395,0
498,400763,-0.06756756756756757,0
499,400764,-0.03125,0
500,400766,0.017806267806267803,0
501,400768,0.5714285714285714,1
502,400769,0.04847001223990208,0
503,400770,0.03501823866597186,0
504,400771,0.14285714285714285,0
505,400773,,0
506,400774,0.05555555555555555,0
507,400775,-0.08809020436927414,0
508,400776,-0.06837606837606837,0
509,400778,-0.10869565217391304,0
510,400780,0.08,0
511,400781,,0
512,400782,,0
513,400783,-0.10838709677419354,0
514,400785,-0.055692055692055695,0
515,400786,-0.12631578947368421,0
516,400787,-0.125,0
517,400788,-0.08928571428571427,0
518,400789,0.11122994652406418,0
519,400790,-0.02006154352300015,0
520,400792,0.08478260869565217,0
521,400793,0.18253968253968253,0
522,400796,-0.5882352941176471,-1
523,400797,0.17142857142857143,0
524,400798,-0.043636363636363626,0
525,400799,0.11612903225806452,0
526,400800,0.015092097445038621,0
527,400801,-0.00847457627118644,0
528,400802,-0.1349206349206349,0
529,400803,0.04344729344729344,0
530,400805,-0.05273566249176005,0
531,400807,-0.018333333333333333,0
532,400810,0.0,0
533,400814,0.0,0
534,400815,,0
535,400816,-0.13219840269020597,0
536,400817,,0
537,400818,,0
538,400819,0.2276570048309179,0
539,400820,-0.024999999999999994,0
540,400821,,0
541,400822,-0.04521739130434782,0
542,400823,0.19793814432989693,0
543,400824,0.039706575139646004,0
544,400827,-0.010365234443393913,0
545,400828,0.10794602698650675,0
546,400829,0.09523809523809523,0
547,400830,-0.12032085561497327,0
548,400831,-0.02,0
549,400832,0.07802937576499389,0
550,400833,0.050065189048239894,0
551,400834,0.045238095238095244,0
552,400838,-0.07722007722007723,0
553,400839,0.05647058823529412,0
554,400840,0.0,0
555,400841,-0.042735042735042736,0
556,400842,0.04239854633555421,0
557,400843,,0
558,400844,-0.05555555555555555,0
559,400845,-0.08755129958960328,0
560,400846,-0.6111111111111112,-1
561,400847,0.040376001514100056,0
562,400849,0.07500000000000001,0
563,400850,-0.18485237483953787,0
564,400851,0.04060728004389976,0
565,400852,-0.03125,0
566,400853,0.0808080808080808,0
567,400855,0.03942028985507247,0
568,400857,0.04643962848297213,0
569,400858,-0.00790960451977401,0
570,400859,0.07172413793103448,0
571,400861,0.13176470588235295,0
572,400862,,0
573,400863,0.051181102362204724,0
574,400864,-0.15977443609022557,0
575,400866,0.10833333333333334,0
576,400867,0.022332506203473948,0
577,400868,-0.6071428571428571,-1
578,400870,,0
579,400871,0.011904761904761904,0
580,400872,,0
581,400873,0.017204301075268817,0
582,400875,0.1480154548647699,0
583,400876,0.2773109243697479,0
584,400877,0.04487179487179487,0
585,400878,-0.5,-1
586,400879,,0
587,400880,0.5945945945945946,1
588,400881,0.13333333333333333,0
589,400882,,0
590,400884,-0.06802721088435375,0
591,400885,0.07752255947497949,0
592,400886,0.23157894736842105,0
593,400887,0.07887323943661972,0
594,400888,0.04838709677419355,0
595,400890,-0.05785714285714286,0
596,400891,0.0,0
597,400892,0.03974358974358974,0
598,400893,-0.016091954022988506,0
599,400894,0.0,0
600,400895,0.038461538461538464,0
601,400897,0.0,0
602,400898,-0.02932551319648094,0
603,400899,0.03395252837977296,0
604,400900,0.07446808510638298,0
605,400902,,0
606,400903,0.3323076923076923,1
607,400904,0.026113249037932933,0
608,400905,-0.18414322250639387,0
609,400907,,0
610,400909,0.012802275960170695,0
611,400910,,0
612,400911,0.6774193548387097,1
613,400911,,0
614,400912,0.0,0
615,400913,0.0,0
616,400914,0.04444444444444445,0
617,400915,,0
618,400916,-0.07526132404181185,0
619,400919,-0.042735042735042736,0
620,400921,-0.12169312169312169,0
621,400922,0.018965517241379307,0
622,400924,-0.11787280701754385,0
623,400925,0.10084033613445378,0
624,400926,-0.043478260869565216,0
625,400927,-0.04895104895104895,0
626,400929,0.06954137587238285,0
627,400930,-0.5853658536585366,-1
628,400930,,0
629,400933,0.054535017221584395,0
630,400934,0.1534526854219949,0
631,400936,,0
632,400937,0.2153846153846154,0
633,400939,,0
634,400940,-0.20959034614163224,0
635,400941,,0
636,400942,0.08373205741626794,0
637,400943,-0.02631578947368421,0
638,400944,0.06076671658595774,0
639,400945,0.047619047619047616,0
640,400946,0.0,0
641,400947,0.5,1
642,400948,0.027624862376138523,0
643,400949,,0
644,400950,0.0,0
645,400951,-0.11135057471264369,0
646,400952,-0.05555555555555555,0
647,400953,-0.02222222222222222,0
648,400954,-0.07622811970638058,0
649,400955,0.7,1
650,400956,,0
651,400958,0.47619047619047616,1
652,400959,0.004672897196261682,0
653,400960,-0.013385870012905352,0
654,400961,0.08979885057471264,0
655,400962,0.03081232492997199,0
656,400963,-0.15873015873015872,0
657,400964,0.0,0
658,400965,0.04803543038837157,0
659,400966,-0.14358030372756558,0
660,400967,-0.07090909090909091,0
661,400968,0.027631578947368417,0
662,400969,0.1875,0
663,400975,0.11220196353436186,0
664,400976,,0
665,400977,,0
666,400978,-0.12987012987012986,0
667,400980,-0.03636363636363635,0
668,400981,0.03418803418803419,0
669,400985,,0
670,400986,0.06385964912280702,0
671,400987,0.2503293807641634,0
672,400988,0.75,1
673,400989,,0
674,400990,-0.6666666666666666,-1
675,400991,0.11666666666666667,0
676,400992,0.21428571428571427,0
677,400993,,0
678,400994,,0
679,400995,,0
680,400996,0.18457382953181273,0
681,400997,0.22268518518518518,0
682,400998,0.13384615384615384,0
683,400999,0.0,0
684,401000,0.10278413424866514,0
685,401002,0.7666666666666666,1
686,401003,0.5833333333333334,1
687,401004,0.13333333333333333,0
688,401005,0.5185185185185185,1
689,401006,0.8620689655172413,1
690,401007,0.6,1
691,401008,0.5833333333333334,1
692,401009,,0
693,401011,,0
694,401012,,0
695,401013,,0
696,401015,0.0,0
697,401016,,0
698,401050,-0.024946135200646376,0
699,401080,-0.012398401983744319,0
700,401160,0.5526315789473684,1
701,401180,0.0,0
702,401260,-0.07211538461538461,0
703,401290,,0
704,401330,-0.5714285714285714,-1
705,401380,0.0034279143428709987,0
706,401410,0.012877690348360463,0
707,401460,-0.031483281903876226,0
708,401500,-0.020497659522049766,0
709,401600,0.026726558113419428,0
710,401650,0.46511627906976744,1
711,401680,-0.0144144197624673,0
712,401710,0.012238854870503694,0
713,401740,0.04071267460725733,0
714,401760,0.02256675279931094,0
715,401810,,0
716,401870,0.0014296341169420055,0
717,401940,-0.02570408950617284,0
718,402130,0.45454545454545453,1
719,402250,0.015384615384615385,0
720,402320,0.03315287157448233,0
721,402370,-0.015348492338111717,0
722,402400,-0.0013088824423262882,0
723,402430,-0.05213842831956578,0
724,402490,,0
725,402530,-0.019337016574585635,0
726,402600,0.5161290322580645,1
727,402690,-0.0015210652335452492,0
728,402740,0.021428571428571422,0
729,402760,-0.5,-1
730,402790,0.5045871559633027,1
731,402860,0.00028941949128958623,0
732,402920,0.008410674772093544,0
733,403010,-0.021022041062801932,0
734,403040,0.013756811625173629,0
735,403060,-0.005791357005229838,0
736,403080,0.18233618233618232,0
737,403150,-0.1163877417952619,0
738,403200,-0.4935064935064935,-1
739,403240,0.01799854262812728,0
740,403290,,0
741,403310,,0
742,403400,0.010339767317831226,0
743,403420,-0.041302828961822455,0
744,403450,-0.0075777345528066815,0
745,403500,0.01697553965450136,0
746,403660,0.5,1
747,403730,,0
748,403780,-0.01980770637680155,0
749,403820,0.009549071618037135,0
750,403860,0.0,0
751,403870,0.03563417141788952,0
752,403900,0.04945054945054947,0
753,403950,0.03393763596809282,0
754,403960,-0.04650832318311003,0
755,403990,0.0,0
756,404010,,0
757,404060,-0.01571230673397856,0
758,404170,0.3076923076923077,1
759,404230,0.003727836925205754,0
760,404280,0.016227180527383367,0
761,404290,-0.00047301889357074904,0
762,404320,0.06892357347592552,0
763,404380,0.022222699360158027,0
764,404410,,0
765,404440,-0.028694925720097342,0
766,404500,0.034614455923168995,0
767,404530,,0
768,404630,0.0371011003565175,0
769,404720,0.036520036764849426,0
770,404770,-0.5147058823529411,-1
771,404820,,0
772,404860,0.10942760942760943,0
773,404920,0.5,1
774,404970,0.01059294650544708,0
775,405030,0.03930718127174945,0
776,405070,0.09167181098827096,0
777,405100,,0
778,405190,0.02193026443352389,0
779,405320,0.030226352594773645,0
780,405340,,0
781,405360,,0
782,405360,0.84375,1
783,405400,-0.05570764891322383,0
784,405430,0.0,0
785,405460,0.019523686588356782,0
786,405500,0.0,0
787,405530,0.005616968024515073,0
788,405640,0.03647151208446034,0
789,405670,-0.043056158687850336,0
790,405730,0.0,0
791,405760,0.3047619047619048,1
792,405820,-0.4691119691119691,-1
793,405820,,0
794,405850,0.0875946418171229,0
795,405880,,0
796,405880,0.525,1
797,405930,0.007427563793796783,0
798,405980,0.04386192017259978,0
799,406000,0.0,0
800,406030,,0
801,406070,-0.027003383233800204,0
802,406120,0.0,0
803,406150,,0
804,406210,-0.006069742508682942,0
805,406250,0.004949206499033782,0
806,406300,-0.018638667268804254,0
807,406330,0.006611841155320766,0
808,406360,-0.09305210918114144,0
809,406440,-0.0017665261567700588,0
810,406580,-0.014848073509449725,0
811,406630,0.6190476190476191,1
812,406730,0.0262181793412636,0
813,406740,0.004338842975206612,0
814,406780,-0.46153846153846156,-1
815,406810,0.07557443335089031,0
816,406870,,0
817,406900,0.0968031968031968,0
818,406960,,0
819,407020,0.03177083333333333,0
820,407080,-0.01767817970665405,0
821,407130,0.054420089774637886,0
822,407170,0.0652045330872785,0
823,407200,-0.18866342445077983,0
824,407240,0.034186525448661374,0
825,407300,0.011403890112047567,0
826,407380,,0
827,407430,0.06944444444444445,0
828,407500,,0
829,407520,0.0297993680478845,0
830,407530,0.04861111111111111,0
831,407570,0.0029000346059356325,0
832,407630,0.08620689655172414,0
833,407680,,0
834,407700,0.4787234042553192,1
835,407700,,0
836,407750,0.013085182002218572,0
837,407770,,0
838,407820,-0.004311077132178053,0
839,407860,-0.5454545454545454,-1
840,407890,-0.009705177034842714,0
841,407920,0.0,0
842,408020,0.12853395511512677,0
843,408080,0.0,0
844,408170,0.0013425644799752732,0
845,408230,0.0,0
846,408280,-0.0657870110424855,0
847,408310,-0.015739765881495418,0
848,408340,0.007951601289376106,0
849,408410,0.032252926654455685,0
850,408430,-0.024509803921568624,0
851,408490,-0.019724607701790676,0
852,408520,0.022232729183083794,0
853,408550,0.058274730426629166,0
854,408600,0.030286104387761435,0
855,408640,,0
856,408680,-0.005412467338559164,0
857,408800,-0.01018472851225957,0
858,408820,-0.05732742275051325,0
859,408850,0.03720838146177134,0
860,408880,-0.03851851851851852,0
861,408910,0.03333333333333333,0
862,409060,-0.019541802310822975,0
863,409090,0.5625,1
864,409120,-0.17094017094017094,0
865,409160,0.011693974630021142,0
866,409190,0.009052969502407707,0
867,409250,0.0878397917871602,0
868,409310,0.01636141636141636,0
869,409390,-0.00475020475020475,0
870,409430,-0.5420875420875421,-1
871,409460,0.005047908389810703,0
872,409510,-0.2,0
873,409540,,0
874,409570,0.6666666666666666,1
875,409600,0.048972722703665914,0
876,409630,-0.02071488390498891,0
877,409733,-0.5483870967741935,-1
878,409734,-0.05833333333333332,0
879,409735,,0
880,409736,,0
881,409737,,0
882,409738,,0
883,500001,0.12603730491054435,0
884,500005,,0
885,500006,0.009615384615384616,0
886,500008,,0
887,500009,0.06576086956521739,0
888,500011,,0
889,500012,-0.052690763052208836,0
890,500013,,0
891,500014,,0
892,500015,0.06786943051300046,0
893,500016,0.07313231323132313,0
894,500017,0.06296796042013916,0
895,500018,,0
896,500019,0.006577500340396116,0
897,500020,0.09768009768009768,0
898,500021,0.0,0
899,500021,0.0,0
900,500022,,0
901,500023,-0.09267001114827202,0
902,500024,,0
903,500025,0.0,0
904,500026,0.019595271488679622,0
905,500027,,0
906,500028,-0.010636231180184556,0
907,500029,0.03792134831460675,0
908,500030,0.16864864864864865,0
909,500031,,0
910,500032,0.07407407407407407,0
911,500033,,0
912,500034,,0
913,500035,,0
914,500036,,0
915,500037,,0
916,500039,,0
917,500040,,0
918,500041,0.02080378250591016,0
919,500042,0.04505632040050062,0
920,500043,-0.003370297890845836,0
921,500044,-0.0018181342541725527,0
922,500045,0.0,0
923,500045,0.0,0
924,500046,-0.06006006006006006,0
925,500047,-0.022532299741602067,0
926,500048,0.03694581280788177,0
927,500049,0.0023795476892822034,0
928,500051,0.013608870967741937,0
929,500055,-0.04376580431822603,0
930,500059,0.0,0
931,500059,0.0,0
932,500061,,0
933,500062,-0.042243155725640275,0
934,500065,0.0,0
935,500067,0.0,0
936,500067,0.0,0
937,500068,0.0,0
938,500068,0.0,0
939,500070,0.041197787526225445,0
940,500071,-0.017838765008576327,0
941,500072,0.038513513513513516,0
942,500073,0.03839788149619332,0
943,500074,0.0,0
944,500074,0.0,0
945,500076,-0.05328218243819267,0
946,500078,-0.1136842105263158,0
947,500079,-0.003132613992342499,0
948,500082,0.09339975093399751,0
949,500389,,0
950,500390,0.0,0
951,500390,0.0,0
952,500394,0.012646089509250027,0
953,500398,0.0,0
954,500398,0.0,0
955,500402,0.5047619047619047,1
956,500402,,0
957,500405,0.07586206896551724,0
958,500406,,0
959,500407,,0
960,500407,,0
961,500408,0.049535603715170275,0
962,500409,0.5384615384615384,1
963,500409,,0
964,500411,-0.040868454661558105,0
965,500413,,0
966,500417,0.12243985410675456,0
967,500418,0.085995085995086,0
968,500419,0.06511372978898328,0
969,500421,0.0,0
970,500421,0.0,0
971,500423,0.32857142857142857,1
972,500424,-0.5384615384615384,-1
973,500425,0.0,0
974,500425,0.0,0
975,500426,,0
976,500427,,0
977,500440,,0
978,500441,,0
979,502250,-0.033592880978865404,0
980,502280,0.004424103737604881,0
981,502430,0.016663949718343025,0
982,502550,0.029361702127659574,0
983,502580,0.040675459139652405,0
984,502610,0.01398845952089526,0
985,502670,0.0,0
